epoch,global_step,loss,pred_norm,target_norm
1,1550,0.001026,27.7537,27.7829
1,1560,0.000799,27.7780,27.7824
1,1570,0.000798,27.8215,27.7826
1,1580,0.000787,27.7470,27.7820
1,1590,0.000722,27.7421,27.7818
1,1600,0.000759,27.8082,27.7807
1,1610,0.000932,27.8700,27.7805
1,1620,0.000764,27.7545,27.7800
1,1630,0.000702,27.6786,27.7809
1,1640,0.000706,27.8384,27.7794
1,1650,0.001027,27.7502,27.7804
1,1660,0.002098,27.9720,27.7811
1,1670,0.001019,27.7995,27.7805
1,1680,0.000759,27.6722,27.7801
1,1690,0.000884,27.7498,27.7802
1,1700,0.001580,27.8673,27.7859
1,1710,0.003659,27.6302,27.7862
1,1720,0.000778,27.7984,27.7792
1,1730,0.000781,27.7850,27.7796
1,1740,0.001456,27.6336,27.7801
1,1750,0.001494,27.7327,27.7780
1,1760,0.000988,27.9732,27.7776
1,1770,0.000939,27.7889,27.7770
1,1780,0.002013,27.7501,27.7832
1,1790,0.001382,27.9054,27.7760
1,1800,0.012608,27.7160,27.7832
1,1810,0.000916,27.6292,27.7796
1,1820,0.001133,27.8439,27.7753
1,1830,0.000834,27.8218,27.7773
1,1840,0.000827,27.7144,27.7751
1,1850,0.000840,27.8326,27.7747
1,1860,0.000899,27.8114,27.7721
1,1870,0.000825,27.7812,27.7738
1,1880,0.000572,27.7892,27.7776
1,1890,0.000940,27.7612,27.7725
1,1900,0.001131,27.7436,27.7726
1,1910,0.000952,27.8242,27.7727
1,1920,0.000968,27.7513,27.7730
1,1930,0.000962,27.7681,27.7763
1,1940,0.001105,27.7410,27.7733
1,1950,0.048035,27.6737,27.7811
1,1960,0.000877,27.6782,27.7725
1,1970,0.018918,26.6571,27.7893
1,1980,0.003349,27.8371,27.7776
1,1990,0.006345,27.8102,27.7790
1,2000,0.000957,27.7538,27.7726
1,2010,0.000841,27.8406,27.7736
1,2020,0.000793,27.6510,27.7709
1,2030,0.000951,27.7770,27.7742
1,2040,0.000750,27.7776,27.7743
1,2050,0.001093,27.7445,27.7686
1,2060,0.000754,27.7755,27.7669
1,2070,0.000698,27.7509,27.7642
1,2080,0.000651,27.7386,27.7674
1,2090,0.000932,27.6530,27.7656
1,2100,0.000978,27.7456,27.7646
1,2110,0.000745,27.8364,27.7659
1,2120,0.000792,27.7639,27.7704
1,2130,0.000746,27.8441,27.7708
1,2140,0.002657,27.8094,27.7674
1,2150,0.000983,27.6636,27.7663
1,2160,0.001874,27.8906,27.7660
1,2170,0.002460,27.6942,27.7748
1,2180,0.001501,27.4993,27.7617
1,2190,0.001664,27.5197,27.7657
1,2200,0.000854,27.9093,27.7646
1,2210,0.000770,27.6084,27.7656
1,2220,0.000715,27.8237,27.7656
1,2230,0.000756,27.7577,27.7658
1,2240,0.000700,27.7420,27.7628
1,2250,0.000560,27.7441,27.7684
1,2260,0.000879,27.7797,27.7668
1,2270,0.000562,27.7606,27.7597
1,2280,0.000827,27.7902,27.7610
1,2290,0.000628,27.7234,27.7578
1,2300,0.001072,27.7177,27.7619
1,2310,0.000672,27.7817,27.7595
1,2320,0.000582,27.7457,27.7643
1,2330,0.000652,27.7728,27.7610
1,2340,0.000623,27.7218,27.7624
1,2350,0.000927,27.7809,27.7609
1,2360,0.000543,27.7472,27.7620
1,2370,0.000872,27.7199,27.7556
1,2380,0.000751,27.7251,27.7563
1,2390,0.000719,27.8386,27.7595
1,2400,0.000624,27.7625,27.7557
1,2410,0.000597,27.7231,27.7574
1,2420,0.000576,27.8000,27.7589
1,2430,0.000576,27.7683,27.7545
1,2440,0.000671,27.7302,27.7605
1,2450,0.000552,27.7141,27.7566
1,2460,0.001034,27.7876,27.7584
1,2470,0.000699,27.5821,27.7611
1,2480,0.000646,27.7575,27.7592
1,2490,0.000648,27.9116,27.7543
1,2500,0.000534,27.7067,27.7605
1,2510,0.000545,27.7829,27.7584
1,2520,0.000410,27.7939,27.7608
1,2530,0.001378,27.6890,27.7587
1,2540,0.000610,27.8241,27.7629
1,2550,0.000538,27.7516,27.7567
1,2560,0.000655,27.7343,27.7571
1,2570,0.000526,27.8087,27.7567
1,2580,0.001176,27.8121,27.7567
1,2590,0.000730,27.8350,27.7541
1,2600,0.000809,27.6560,27.7600
1,2610,0.000995,27.8646,27.7602
1,2620,0.000618,27.6022,27.7646
1,2630,0.000438,27.8646,27.7527
1,2640,0.000382,27.7249,27.7529
1,2650,0.000389,27.7376,27.7546
1,2660,0.000417,27.8015,27.7511
1,2670,0.000528,27.8122,27.7564
1,2680,0.000498,27.7153,27.7542
1,2690,0.001397,27.6543,27.7603
1,2700,0.000528,27.7615,27.7534
1,2710,0.000662,27.6972,27.7555
1,2720,0.000905,27.7748,27.7570
1,2730,0.004629,27.5158,27.7620
1,2740,0.000630,27.7532,27.7576
1,2750,0.000424,27.6883,27.7503
1,2760,0.000403,27.7823,27.7486
1,2770,0.000367,27.7584,27.7495
1,2780,0.000409,27.7722,27.7501
1,2790,0.000404,27.7331,27.7511
1,2800,0.007035,27.6870,27.7520
1,2810,0.000443,27.6486,27.7540
1,2820,0.000868,27.7863,27.7511
1,2830,0.000386,27.7358,27.7497
1,2840,0.000442,27.7320,27.7546
1,2850,0.000411,27.7849,27.7547
1,2860,0.000960,27.7913,27.7608
1,2870,0.000461,27.8374,27.7582
1,2880,0.000351,27.7084,27.7568
1,2890,0.000411,27.8002,27.7527
1,2900,0.000509,27.6591,27.7582
1,2910,0.000982,27.8836,27.7469
1,2920,0.000548,27.7135,27.7486
1,2930,0.000902,27.5145,27.7595
1,2940,0.000742,27.8852,27.7577
1,2950,0.000474,27.7213,27.7498
1,2960,0.000688,27.8966,27.7554
1,2970,0.001086,27.6481,27.7514
1,2980,0.000493,27.7321,27.7518
1,2990,0.001480,27.7846,27.7498
1,3000,0.000383,27.6415,27.7461
1,3010,0.000476,27.8516,27.7548
1,3020,0.000362,27.7372,27.7504
1,3030,0.000297,27.7292,27.7530
1,3040,0.000532,27.7914,27.7535
1,3050,0.001603,27.6796,27.7545
1,3060,0.000520,27.7059,27.7522
1,3070,0.000310,27.7936,27.7506
1,3080,0.000559,27.6856,27.7494
1,3090,0.001036,27.7716,27.7602
1,3100,0.000460,27.7044,27.7510
1,3110,0.000410,27.7562,27.7530
1,3120,0.000409,27.7694,27.7449
1,3130,0.000338,27.7640,27.7521
1,3140,0.000328,27.7259,27.7525
1,3150,0.000385,27.7542,27.7509
1,3160,0.001061,27.7097,27.7496
1,3170,0.001006,27.6253,27.7540
1,3180,0.000522,27.7356,27.7495
1,3190,0.005025,27.6368,27.7552
1,3200,0.000476,27.8343,27.7495
1,3210,0.000398,27.7267,27.7485
1,3220,0.000405,27.7272,27.7463
1,3230,0.000393,27.7190,27.7512
1,3240,0.000340,27.7164,27.7464
1,3250,0.000313,27.7628,27.7535
1,3260,0.000401,27.7967,27.7467
1,3270,0.000432,27.8103,27.7489
1,3280,0.000292,27.6819,27.7492
1,3290,0.000487,27.8671,27.7407
1,3300,0.000319,27.7451,27.7491
1,3310,0.000777,27.7913,27.7426
1,3320,0.000268,27.7422,27.7429
1,3330,0.000336,27.7692,27.7461
1,3340,0.001048,27.7051,27.7489
1,3350,0.000379,27.7370,27.7440
1,3360,0.000326,27.7852,27.7467
1,3370,0.000294,27.7611,27.7422
1,3380,0.000317,27.6718,27.7419
1,3390,0.000309,27.7467,27.7462
1,3400,0.000393,27.7191,27.7390
1,3410,0.000437,27.7536,27.7444
1,3420,0.001108,27.7279,27.7474
1,3430,0.000513,27.6317,27.7528
1,3440,0.000438,27.8671,27.7526
1,3450,0.000380,27.6885,27.7424
1,3460,0.000305,27.7864,27.7475
1,3470,0.000322,27.7401,27.7388
1,3480,0.000334,27.7870,27.7443
1,3490,0.000286,27.7907,27.7458
1,3500,0.000277,27.6930,27.7469
1,3510,0.000392,27.7899,27.7510
1,3520,0.000388,27.7523,27.7480
1,3530,0.000294,27.7971,27.7424
1,3540,0.000322,27.7764,27.7492
1,3550,0.000345,27.7401,27.7472
1,3560,0.000566,27.6959,27.7492
1,3570,0.000605,27.8292,27.7459
1,3580,0.000358,27.7033,27.7552
1,3590,0.000650,27.7842,27.7475
1,3600,0.000369,27.7290,27.7454
1,3610,0.000286,27.7012,27.7482
1,3620,0.002293,27.4498,27.7454
1,3630,0.001071,27.6614,27.7416
1,3640,0.000575,27.6175,27.7544
1,3650,0.000492,27.7970,27.7452
1,3660,0.001018,27.8038,27.7408
1,3670,0.000931,27.6429,27.7458
1,3680,0.000639,27.7690,27.7403
1,3690,0.000334,27.7078,27.7351
1,3700,0.000337,27.6714,27.7426
1,3710,0.000635,27.7163,27.7391
1,3720,0.000311,27.7175,27.7392
1,3730,0.000342,27.7153,27.7401
1,3740,0.000385,27.7379,27.7414
1,3750,0.000466,27.7473,27.7408
1,3760,0.004099,27.4930,27.7364
1,3770,0.000428,27.7692,27.7378
1,3780,0.000893,27.7101,27.7480
1,3790,0.000271,27.7176,27.7326
1,3800,0.000262,27.7701,27.7360
1,3810,0.005035,27.6776,27.7503
1,3820,0.000891,27.7492,27.7340
1,3830,0.000465,27.7394,27.7338
1,3840,0.000427,27.7412,27.7351
1,3850,0.000379,27.7587,27.7337
1,3860,0.000368,27.6866,27.7297
1,3870,0.000330,27.8000,27.7337
1,3880,0.000280,27.7352,27.7396
1,3890,0.000467,27.7888,27.7291
1,3900,0.000533,27.7090,27.7263
1,3910,0.000338,27.7563,27.7297
1,3920,0.000420,27.6667,27.7352
1,3930,0.002841,27.7311,27.7282
1,3940,0.000554,27.7697,27.7315
1,3950,0.000374,27.8629,27.7280
1,3960,0.000535,27.6621,27.7398
1,3970,0.000323,27.7299,27.7302
1,3980,0.000359,27.7298,27.7297
1,3990,0.000329,27.7525,27.7311
1,4000,0.000577,27.6817,27.7400
1,4010,0.000321,27.7127,27.7261
1,4020,0.000374,27.8201,27.7389
1,4030,0.000361,27.7201,27.7290
1,4040,0.000280,27.6356,27.7270
1,4050,0.000325,27.7422,27.7269
1,4060,0.000382,27.7100,27.7269
1,4070,0.000302,27.8321,27.7274
1,4080,0.000370,27.7904,27.7305
1,4090,0.000438,27.7269,27.7380
1,4100,0.000314,27.6511,27.7372
1,4110,0.000261,27.7181,27.7277
1,4120,0.001549,27.7399,27.7313
1,4130,0.000340,27.7084,27.7289
1,4140,0.000311,27.7428,27.7372
1,4150,0.000339,27.6903,27.7274
1,4160,0.000374,27.7024,27.7346
1,4170,0.000291,27.7906,27.7315
1,4180,0.000796,27.7207,27.7301
1,4190,0.000305,27.7834,27.7249
1,4200,0.000399,27.7923,27.7351
1,4210,0.000250,27.6682,27.7293
1,4220,0.000240,27.7867,27.7313
1,4230,0.001843,27.8052,27.7397
1,4240,0.000273,27.6975,27.7336
1,4250,0.000265,27.6495,27.7329
1,4260,0.000290,27.6275,27.7286
1,4270,0.000225,27.7826,27.7321
1,4280,0.000410,27.7699,27.7344
1,4290,0.000407,27.6947,27.7337
1,4300,0.000501,27.5945,27.7280
1,4310,0.000279,27.6239,27.7285
1,4320,0.000342,27.6814,27.7287
1,4330,0.000736,27.7628,27.7458
1,4340,0.000349,27.7971,27.7300
1,4350,0.000261,27.7090,27.7329
1,4360,0.000366,27.7626,27.7323
1,4370,0.000266,27.8315,27.7332
1,4380,0.000241,27.7172,27.7288
1,4390,0.000347,27.6729,27.7312
1,4400,0.000428,27.7313,27.7361
1,4410,0.000876,27.6945,27.7358
1,4420,0.000682,27.8319,27.7379
1,4430,0.000298,27.7784,27.7328
1,4440,0.000272,27.7365,27.7275
1,4450,0.000296,27.7135,27.7289
1,4460,0.000357,27.7151,27.7345
1,4470,0.000247,27.8089,27.7266
1,4480,0.000363,27.7582,27.7382
1,4490,0.000421,27.6856,27.7365
1,4500,0.000210,27.7688,27.7238
1,4510,0.000207,27.7218,27.7304
1,4520,0.000345,27.7475,27.7297
1,4530,0.000223,27.7593,27.7310
1,4540,0.003023,28.1064,27.7328
1,4550,0.001424,27.5508,27.7340
1,4560,0.000392,27.7894,27.7286
1,4570,0.000385,27.6518,27.7250
1,4580,0.000473,27.7413,27.7272
1,4590,0.000486,27.6716,27.7262
1,4600,0.000275,27.6129,27.7299
1,4610,0.000585,27.8399,27.7240
1,4620,0.000328,27.8894,27.7264
1,4630,0.000402,27.7670,27.7314
1,4640,0.000309,27.6814,27.7235
1,4650,0.000368,27.5631,27.7251
1,4660,0.000294,27.6298,27.7221
1,4670,0.000296,27.7453,27.7267
1,4680,0.000301,27.7536,27.7170
1,4690,0.000366,27.6748,27.7190
1,4700,0.000246,27.6944,27.7185
1,4710,0.000342,27.7122,27.7276
1,4720,0.000323,27.7256,27.7205
1,4730,0.000320,27.7777,27.7254
1,4740,0.000277,27.7062,27.7152
1,4750,0.001204,27.5671,27.7193
1,4760,0.001976,27.6548,27.7229
1,4770,0.000801,27.6023,27.7191
1,4780,0.000401,27.5727,27.7122
1,4790,0.000427,27.6412,27.7221
1,4800,0.000253,27.7663,27.7205
1,4810,0.000279,27.6967,27.7146
1,4820,0.000226,27.7549,27.7198
1,4830,0.000227,27.6363,27.7112
1,4840,0.000316,27.6867,27.7126
1,4850,0.000195,27.6917,27.7168
1,4860,0.000568,27.7376,27.7170
1,4870,0.000436,27.6215,27.7117
1,4880,0.000249,27.7522,27.7178
1,4890,0.000856,27.7975,27.7186
1,4900,0.000553,27.7610,27.7195
1,4910,0.000364,27.6845,27.7129
1,4920,0.000325,27.6891,27.7156
1,4930,0.000309,27.5862,27.7112
1,4940,0.000215,27.6882,27.7184
1,4950,0.000220,27.8035,27.7208
1,4960,0.002096,27.5753,27.7181
1,4970,0.000240,27.6546,27.7045
1,4980,0.000261,27.7486,27.7099
1,4990,0.000283,27.7410,27.7163
1,5000,0.000235,27.7356,27.7119
1,5010,0.000272,27.7023,27.7094
1,5020,0.002599,27.7351,27.7261
1,5030,0.000234,27.7452,27.7071
1,5040,0.000235,27.6985,27.7063
1,5050,0.000300,27.6847,27.7030
1,5060,0.000295,27.6839,27.7076
1,5070,0.000220,27.7543,27.7120
1,5080,0.000244,27.7423,27.7103
1,5090,0.000226,27.7543,27.7066
1,5100,0.000474,27.6309,27.7071
1,5110,0.000449,27.6202,27.7037
1,5120,0.000349,27.7354,27.7097
1,5130,0.001135,27.6377,27.7116
1,5140,0.000572,27.6761,27.7078
1,5150,0.000587,27.6125,27.7044
1,5160,0.001003,27.5594,27.7113
1,5170,0.000967,27.7854,27.7013
1,5180,0.000425,27.7784,27.7016
1,5190,0.000344,27.4687,27.7021
1,5200,0.000369,27.6905,27.7079
1,5210,0.001244,27.8110,27.6982
1,5220,0.000267,27.7172,27.6940
1,5230,0.000239,27.6219,27.7011
1,5240,0.000255,27.6862,27.6901
1,5250,0.000336,27.7668,27.6956
1,5260,0.000277,27.6524,27.6941
1,5270,0.000191,27.6723,27.7003
1,5280,0.001778,27.3083,27.6996
1,5290,0.000907,27.5942,27.6954
1,5300,0.000441,27.9026,27.6946
1,5310,0.000377,27.7536,27.6969
1,5320,0.000320,27.5570,27.6953
1,5330,0.000341,27.7267,27.6927
1,5340,0.000307,27.7343,27.6877
1,5350,0.000341,27.5956,27.6942
1,5360,0.000255,27.6730,27.6861
1,5370,0.000324,27.7239,27.6935
1,5380,0.000385,27.7590,27.6974
1,5390,0.000251,27.6250,27.6837
1,5400,0.000192,27.6832,27.6947
1,5410,0.000316,27.6741,27.6834
1,5420,0.000244,27.6684,27.6850
1,5430,0.000240,27.6266,27.6820
1,5440,0.000231,27.6522,27.6916
1,5450,0.000314,27.6683,27.6833
1,5460,0.000244,27.7113,27.6881
1,5470,0.000286,27.6737,27.6894
1,5480,0.000261,27.6824,27.6854
1,5490,0.000257,27.7154,27.6842
1,5500,0.000230,27.6569,27.6805
1,5510,0.000216,27.6571,27.6860
1,5520,0.000344,27.6596,27.6831
1,5530,0.000236,27.7545,27.6803
1,5540,0.000156,27.6988,27.6888
1,5550,0.000335,27.6004,27.6876
1,5560,0.000336,27.6985,27.6833
1,5570,0.000765,27.7854,27.6900
1,5580,0.001946,27.7806,27.6756
1,5590,0.000255,27.6288,27.6768
1,5600,0.000255,27.6490,27.6767
1,5610,0.000180,27.6560,27.6831
1,5620,0.000602,27.7136,27.6849
1,5630,0.000176,27.7026,27.6809
1,5640,0.000292,27.7003,27.6797
1,5650,0.001126,27.5774,27.6874
1,5660,0.000581,27.6368,27.6797
1,5670,0.000293,27.7083,27.6759
1,5680,0.001058,27.7197,27.6921
1,5690,0.000202,27.6544,27.6748
1,5700,0.000256,27.6869,27.6766
1,5710,0.000304,27.6272,27.6729
1,5720,0.000228,27.7058,27.6856
1,5730,0.000288,27.7303,27.6761
1,5740,0.000254,27.6768,27.6864
1,5750,0.000240,27.6774,27.6825
1,5760,0.000276,27.6964,27.6728
1,5770,0.000199,27.7262,27.6746
1,5780,0.000204,27.6761,27.6923
1,5790,0.000284,27.6676,27.6860
1,5800,0.001536,27.7162,27.6856
1,5810,0.000296,27.6680,27.6724
1,5820,0.000317,27.6610,27.6779
1,5830,0.001545,27.7201,27.6757
1,5840,0.000270,27.6499,27.6738
1,5850,0.000214,27.7675,27.6825
1,5860,0.000706,27.7084,27.6752
1,5870,0.000345,27.8171,27.6744
1,5880,0.000289,27.7480,27.6773
1,5890,0.000306,27.6507,27.6742
1,5900,0.000418,27.5332,27.6704
1,5910,0.000429,27.6133,27.6694
1,5920,0.000276,27.7914,27.6758
1,5930,0.001195,27.6228,27.6789
1,5940,0.000377,27.7121,27.6823
1,5950,0.000247,27.5973,27.6725
1,5960,0.000226,27.7156,27.6736
1,5970,0.000344,27.7873,27.6787
1,5980,0.000281,27.5900,27.6776
1,5990,0.000728,27.6202,27.6779
1,6000,0.000285,27.6315,27.6747
1,6010,0.000226,27.7205,27.6752
1,6020,0.000272,27.7008,27.6667
1,6030,0.000312,27.6928,27.6797
1,6040,0.000533,27.6178,27.6690
1,6050,0.000412,27.6575,27.6698
1,6060,0.000324,27.6475,27.6718
1,6070,0.000293,27.6301,27.6739
1,6080,0.000203,27.6907,27.6714
1,6090,0.001598,27.6377,27.6734
1,6100,0.000342,27.7587,27.6735
1,6110,0.001223,27.6473,27.6695
1,6120,0.000475,27.6135,27.6722
1,6130,0.000232,27.6725,27.6746
1,6140,0.000222,27.6964,27.6751
1,6150,0.000222,27.7237,27.6748
1,6160,0.000252,27.5836,27.6743
1,6170,0.000352,27.6098,27.6675
1,6180,0.000238,27.7107,27.6713
1,6190,0.000244,27.7111,27.6681
1,6200,0.000195,27.7122,27.6661
1,6210,0.000185,27.7532,27.6751
1,6220,0.000289,27.7578,27.6735
1,6230,0.000588,27.7694,27.6742
1,6240,0.000435,27.8275,27.6727
1,6250,0.000325,27.6513,27.6687
1,6260,0.001875,27.1673,27.6718
1,6270,0.001028,28.0029,27.6642
1,6280,0.001027,28.2302,27.6694
1,6290,0.000329,27.6327,27.6664
1,6300,0.003166,27.6310,27.6661
1,6310,0.000369,27.6524,27.6675
1,6320,0.000277,27.7306,27.6614
1,6330,0.000366,27.7124,27.6740
1,6340,0.000347,27.7178,27.6679
1,6350,0.001373,27.6283,27.6809
1,6360,0.000318,27.5371,27.6650
1,6370,0.000241,27.7141,27.6656
1,6380,0.000574,27.6430,27.6743
1,6390,0.000226,27.6846,27.6743
1,6400,0.000354,27.6819,27.6675
1,6410,0.000525,27.7763,27.6581
1,6420,0.000228,27.7357,27.6575
1,6430,0.000295,27.6308,27.6743
1,6440,0.000254,27.5343,27.6576
1,6450,0.000232,27.7262,27.6624
1,6460,0.000156,27.7037,27.6547
1,6470,0.002197,27.7223,27.6675
1,6480,0.001510,27.5951,27.6610
1,6490,0.000427,27.6452,27.6596
1,6500,0.000303,27.6202,27.6535
1,6510,0.000296,27.5047,27.6500
1,6520,0.000292,27.6468,27.6576
1,6530,0.000315,27.6962,27.6616
1,6540,0.000216,27.5267,27.6522
1,6550,0.000160,27.6350,27.6514
1,6560,0.001316,27.6733,27.6620
1,6570,0.000295,27.6223,27.6603
1,6580,0.000809,27.6108,27.6577
1,6590,0.000181,27.6452,27.6659
1,6600,0.000168,27.7042,27.6562
1,6610,0.000132,27.6590,27.6523
1,6620,0.000217,27.6215,27.6458
1,6630,0.000215,27.6775,27.6588
1,6640,0.007167,27.7033,27.6523
1,6650,0.000420,27.6351,27.6614
1,6660,0.000216,27.5429,27.6520
1,6670,0.000349,27.4508,27.6586
1,6680,0.000401,27.7269,27.6506
1,6690,0.000188,27.6523,27.6522
1,6700,0.000293,27.4887,27.6500
1,6710,0.000297,27.6743,27.6457
1,6720,0.001336,27.6489,27.6481
1,6730,0.000206,27.6353,27.6412
1,6740,0.000707,27.6337,27.6669
1,6750,0.000309,27.6039,27.6464
1,6760,0.000358,27.6164,27.6539
1,6770,0.000237,27.7823,27.6568
1,6780,0.000150,27.6245,27.6451
1,6790,0.000297,27.5174,27.6448
1,6800,0.000195,27.5735,27.6526
1,6810,0.000157,27.6795,27.6466
1,6820,0.001237,27.6642,27.6598
1,6830,0.000282,27.5502,27.6504
1,6840,0.000331,27.7166,27.6515
1,6850,0.000170,27.6880,27.6483
1,6860,0.000186,27.6091,27.6479
1,6870,0.000202,27.6189,27.6459
1,6880,0.000160,27.6492,27.6505
1,6890,0.006850,27.6105,27.6462
1,6900,0.000256,27.6613,27.6566
1,6910,0.000642,27.6798,27.6403
1,6920,0.000303,27.5778,27.6458
1,6930,0.000265,27.6521,27.6478
1,6940,0.000267,27.6957,27.6479
1,6950,0.000303,27.7546,27.6454
1,6960,0.000194,27.6814,27.6434
1,6970,0.000328,27.5850,27.6559
1,6980,0.001051,27.6745,27.6470
1,6990,0.000243,27.6409,27.6590
1,7000,0.000200,27.6177,27.6502
1,7010,0.000191,27.6156,27.6543
1,7020,0.000191,27.6636,27.6522
